Math,Physics,Chemistry,Biology,CS,Commerce,Recommended_Stream
43,72,50,54,35,94,Commerce
43,53,86,65,83,36,Arts
74,56,67,92,55,35,Arts
64,41,40,82,45,46,Commerce
72,51,51,86,44,67,Commerce
31,80,68,93,72,55,Commerce
94,61,38,38,67,44,Commerce
84,55,46,89,78,56,Arts
96,88,36,87,41,99,Commerce
39,35,47,37,93,87,Arts
60,44,96,35,30,43,Commerce
76,35,31,69,78,56,Arts
100,48,32,35,32,59,Arts
60,99,80,80,69,81,Arts
88,56,57,38,89,46,Arts
39,36,61,46,74,75,Arts
44,46,99,40,70,85,Arts
91,97,88,53,88,70,Engineering
94,59,82,74,86,46,Arts
40,96,45,46,30,97,Arts
88,65,54,33,67,32,Commerce
32,98,87,95,53,38,Medical
71,32,37,56,56,37,Commerce
75,60,91,76,45,73,Arts
70,83,65,84,82,85,Commerce
73,69,62,95,52,30,Arts
73,56,86,62,32,59,Arts
55,95,96,70,40,61,Arts
56,47,88,91,60,75,Arts
72,51,56,80,34,44,Arts
43,54,67,32,77,60,Commerce
64,57,38,69,60,40,Arts
30,58,58,77,94,56,Commerce
40,37,74,59,58,49,Arts
44,40,99,97,56,53,Arts
36,52,39,98,94,76,Commerce
96,50,56,54,86,88,Commerce
67,70,88,67,52,34,Commerce
95,94,94,45,56,58,Engineering
83,94,89,42,64,95,Engineering
74,64,32,95,50,38,Arts
31,71,90,96,83,63,Arts
66,38,34,42,46,63,Commerce
61,41,72,96,88,31,Arts
46,47,68,30,79,44,Commerce
69,42,100,94,38,73,Arts
91,77,78,48,49,33,Commerce
46,56,45,88,46,60,Commerce
81,45,40,86,93,68,Commerce
39,74,61,78,35,89,Commerce
66,50,55,41,91,33,Arts
87,51,35,92,69,41,Commerce
62,51,82,51,84,45,Arts
61,60,89,54,95,97,Commerce
58,56,48,76,87,98,Commerce
52,98,63,70,76,44,Arts
35,40,71,58,95,69,Commerce
56,93,91,50,91,56,Arts
93,83,100,67,42,50,Engineering
92,36,48,31,85,53,Arts
57,44,70,38,87,67,Arts
35,99,90,52,30,57,Arts
49,77,89,68,79,94,Arts
41,97,73,82,68,97,Arts
70,30,47,46,77,64,Arts
91,100,48,71,65,65,Arts
62,80,91,36,41,85,Commerce
40,89,61,84,46,92,Commerce
80,71,81,46,39,100,Commerce
71,40,55,90,52,39,Arts
46,95,69,97,92,72,Arts
54,62,95,52,68,69,Commerce
30,97,89,53,40,32,Commerce
61,33,91,65,48,70,Commerce
41,75,97,89,94,51,Arts
86,97,31,36,88,56,Arts
37,53,37,52,71,98,Arts
52,48,51,52,51,31,Commerce
84,99,69,61,75,61,Arts
60,93,68,54,52,68,Commerce
45,99,42,76,80,51,Arts
41,78,73,92,45,73,Arts
68,66,40,31,50,66,Arts
97,57,51,58,55,92,Commerce
42,71,79,86,70,37,Arts
33,57,98,95,75,100,Arts
64,48,91,86,85,60,Arts
34,85,77,96,45,76,Arts
38,73,79,48,39,82,Arts
40,59,57,72,89,81,Commerce
80,58,58,81,57,66,Arts
64,67,77,58,31,96,Commerce
91,62,75,34,34,57,Arts
90,33,51,49,88,71,Arts
57,83,92,68,32,99,Commerce
41,81,73,52,54,66,Commerce
66,84,48,72,84,37,Commerce
38,86,87,30,81,34,Arts
67,57,88,76,71,92,Commerce
59,77,38,46,61,38,Commerce
90,72,60,47,37,93,Commerce
94,75,39,95,47,33,Arts
81,55,64,94,54,76,Arts
66,34,68,35,89,79,Arts
78,76,34,93,98,46,Arts
47,39,40,65,72,31,Commerce
60,51,71,73,44,86,Commerce
69,82,89,41,33,48,Commerce
51,34,92,37,70,94,Commerce
71,32,67,51,80,84,Commerce
66,99,34,43,75,94,Commerce
60,64,97,39,74,64,Arts
66,35,37,83,46,36,Commerce
86,68,100,74,99,43,Engineering
57,64,88,94,84,75,Arts
90,65,97,68,88,43,Engineering
34,71,95,45,48,63,Commerce
51,69,32,49,62,69,Commerce
51,69,32,37,59,36,Commerce
32,100,76,42,41,77,Commerce
49,80,30,57,98,95,Arts
50,51,79,44,76,100,Commerce
76,79,99,61,96,86,Commerce
70,99,94,91,76,44,Medical
99,34,67,94,48,66,Commerce
31,45,85,50,53,89,Commerce
50,90,79,79,43,35,Arts
56,75,68,92,95,32,Arts
37,88,61,44,52,64,Arts
96,34,89,43,43,94,Commerce
53,78,52,77,82,50,Commerce
35,95,98,33,88,57,Commerce
58,51,93,61,88,35,Arts
67,81,43,87,40,68,Arts
66,89,31,53,64,65,Arts
62,76,80,100,44,96,Commerce
31,97,93,81,41,44,Arts
66,74,97,67,36,78,Arts
43,31,95,53,55,40,Commerce
40,82,38,45,89,68,Commerce
34,90,88,67,32,53,Commerce
30,71,95,100,85,65,Medical
90,97,39,83,68,59,Arts
39,60,69,62,43,50,Arts
73,77,89,94,59,74,Arts
73,85,72,38,32,45,Arts
58,42,68,85,67,41,Arts
53,77,48,36,90,85,Commerce
51,99,66,40,36,62,Arts
62,54,54,50,80,35,Arts
31,30,34,60,43,62,Arts
56,30,68,54,100,34,Arts
93,73,38,93,51,84,Commerce
58,56,45,88,33,47,Commerce
38,90,76,43,92,66,Commerce
94,72,44,97,48,38,Commerce
39,57,41,86,31,99,Arts
55,88,76,74,70,72,Arts
71,60,44,74,77,65,Arts
67,79,30,58,31,30,Commerce
77,91,31,37,52,79,Arts
56,35,37,66,96,44,Commerce
100,32,46,100,98,49,Arts
50,91,64,43,80,90,Arts
34,99,58,69,60,74,Arts
30,63,89,74,51,52,Commerce
71,74,96,51,46,60,Arts
73,89,57,32,46,39,Commerce
75,85,86,48,79,94,Commerce
81,43,62,38,69,83,Commerce
30,99,44,85,61,54,Arts
38,81,97,44,79,69,Commerce
60,50,58,78,62,63,Arts
68,37,70,66,62,61,Arts
33,75,71,43,60,72,Arts
36,33,33,63,98,32,Commerce
43,61,96,34,30,44,Commerce
82,81,64,85,33,85,Commerce
65,52,81,90,83,51,Arts
85,55,62,90,99,35,Arts
31,37,80,39,99,68,Commerce
42,94,55,90,67,82,Arts
31,77,77,65,63,34,Arts
48,98,45,62,67,75,Commerce
96,60,70,87,48,87,Commerce
55,43,73,31,99,51,Commerce
82,81,52,74,99,79,Commerce
99,72,71,88,52,80,Engineering
54,77,62,48,78,93,Commerce
64,43,90,58,66,32,Commerce
77,64,92,98,40,51,Arts
39,97,95,56,31,72,Arts
75,86,95,39,33,53,Commerce
63,99,33,85,61,38,Arts
48,67,78,50,61,49,Arts
87,55,37,71,91,53,Commerce
42,32,37,92,79,96,Commerce
62,48,54,31,31,82,Arts
78,100,99,74,52,79,Engineering
85,48,59,93,97,47,Arts
79,33,95,55,75,46,Commerce
84,34,32,50,85,32,Arts
80,42,49,89,79,87,Commerce
67,82,78,66,70,42,Arts
38,74,36,51,32,51,Commerce
54,87,33,44,45,64,Arts
71,37,51,48,51,35,Arts
100,83,60,86,94,75,Engineering
44,53,47,75,69,77,Arts
42,90,87,71,36,48,Arts
69,87,49,56,48,30,Commerce
31,52,46,39,97,77,Arts
37,53,87,35,54,47,Commerce
64,68,46,80,61,36,Commerce
56,45,52,39,92,93,Commerce
55,54,52,97,80,47,Arts
31,31,40,59,92,64,Commerce
81,84,60,93,83,77,Arts
68,74,71,99,57,30,Arts
54,100,64,37,68,52,Commerce
63,90,93,75,49,69,Arts
89,84,71,42,69,97,Commerce
46,88,35,48,32,47,Commerce
93,80,66,75,48,84,Commerce
40,41,77,54,83,64,Arts
63,44,71,30,93,81,Commerce
54,61,53,76,46,84,Commerce
37,73,48,66,99,31,Commerce
47,43,33,64,89,81,Arts
38,39,37,32,95,45,Commerce
49,80,41,84,94,59,Arts
99,89,65,84,64,61,Engineering
58,71,99,93,35,65,Arts
53,61,73,96,86,57,Arts
75,34,66,49,78,79,Arts
85,86,48,76,47,77,Commerce
97,68,54,81,35,75,Commerce
97,57,84,81,76,39,Arts
52,50,73,98,47,99,Commerce
53,43,39,85,74,50,Arts
93,70,65,66,49,100,Commerce
57,61,48,45,65,68,Arts
85,46,67,75,66,71,Arts
85,40,31,58,82,97,Commerce
30,93,78,39,100,30,Arts
31,84,33,61,49,55,Arts
48,84,78,99,32,78,Medical
49,35,85,86,53,31,Commerce
66,84,57,86,70,34,Commerce
82,40,41,82,81,57,Commerce
84,55,78,99,59,62,Arts
64,57,79,78,31,71,Commerce
99,78,40,33,42,76,Commerce
71,44,36,42,49,32,Commerce
31,72,71,90,63,73,Commerce
37,64,51,44,59,88,Commerce
100,75,30,31,95,35,Commerce
99,96,56,57,57,96,Engineering
39,44,46,56,51,80,Commerce
80,54,82,94,62,43,Arts
91,96,45,74,69,93,Commerce
39,38,81,36,61,81,Commerce
62,69,83,35,43,41,Commerce
84,40,77,65,73,87,Commerce
98,81,31,93,50,78,Commerce
87,47,94,38,36,78,Commerce
62,89,35,91,93,95,Commerce
47,47,56,82,47,84,Arts
37,67,43,66,37,81,Arts
80,65,42,66,99,84,Commerce
83,38,76,60,76,58,Arts
58,61,54,48,98,83,Arts
95,32,94,93,44,97,Commerce
79,77,39,59,51,79,Arts
30,40,63,98,43,62,Commerce
98,43,94,97,100,78,Commerce
94,65,73,44,82,97,Commerce
55,95,31,99,91,50,Arts
46,52,32,63,39,53,Arts
51,85,31,48,93,73,Arts
43,93,98,34,30,67,Arts
64,34,85,54,51,68,Commerce
50,31,78,70,88,99,Commerce
44,48,59,30,71,79,Commerce
52,80,71,36,94,71,Commerce
74,84,87,97,48,36,Medical
65,35,66,45,30,90,Commerce
67,100,41,41,60,30,Arts
95,90,35,65,66,31,Commerce
60,33,43,63,83,39,Arts
83,47,39,76,74,75,Commerce
34,95,100,100,42,43,Medical
42,94,78,63,63,85,Arts
97,87,33,69,94,62,Arts
61,52,95,35,84,47,Commerce
95,44,45,80,60,72,Commerce
81,89,37,94,48,40,Commerce
34,66,61,94,67,56,Commerce
37,41,40,53,35,49,Commerce
48,75,41,90,43,58,Arts
58,37,77,61,59,86,Commerce
90,44,44,34,54,97,Commerce
88,70,96,70,82,64,Engineering
95,63,68,85,99,45,Arts
55,55,99,37,73,35,Commerce
95,64,69,32,60,43,Arts
65,87,42,39,60,48,Commerce
97,53,79,69,51,54,Arts
58,60,45,55,84,47,Arts
43,39,49,43,52,76,Arts
54,72,50,32,66,60,Commerce
63,77,93,81,38,100,Commerce
49,58,43,95,59,43,Arts
47,69,31,84,75,36,Commerce
77,91,92,56,86,86,Commerce
91,89,54,98,96,47,Arts
48,63,68,70,52,97,Commerce
97,97,66,43,34,45,Engineering
96,53,91,51,55,71,Arts
43,83,58,38,33,69,Arts
92,50,61,42,47,82,Commerce
42,61,87,34,89,33,Commerce
39,50,39,60,53,85,Commerce
95,63,62,85,41,81,Commerce
84,38,98,40,77,52,Commerce
56,52,91,42,36,97,Commerce
68,45,40,69,50,40,Arts
89,59,49,80,95,84,Commerce
31,42,73,39,33,85,Commerce
56,94,95,45,50,57,Commerce
35,70,77,49,81,33,Commerce
46,43,40,90,85,94,Commerce
58,69,96,96,35,90,Arts
89,43,31,86,91,32,Arts
81,97,48,63,78,98,Commerce
93,59,62,41,51,100,Commerce
34,99,33,65,70,79,Commerce
99,97,59,80,32,57,Engineering
48,50,100,55,65,71,Arts
61,36,47,66,71,62,Commerce
45,72,42,54,85,99,Commerce
46,89,86,94,31,94,Medical
74,58,79,97,92,87,Commerce
42,76,71,36,53,63,Commerce
36,90,68,46,89,32,Arts
56,91,44,91,99,34,Arts
73,46,75,84,44,74,Commerce
90,95,51,89,62,51,Arts
60,44,75,50,66,78,Arts
95,95,62,58,82,43,Engineering
45,88,59,77,49,39,Arts
48,36,37,95,31,83,Commerce
62,46,86,69,81,67,Arts
30,53,62,64,33,87,Arts
85,83,61,38,84,30,Arts
55,97,92,32,90,55,Arts
31,83,91,76,100,96,Arts
47,99,30,58,51,99,Commerce
94,65,38,84,57,86,Commerce
41,82,58,70,32,97,Commerce
45,66,61,83,80,61,Commerce
42,72,32,51,74,64,Commerce
32,98,78,57,73,33,Arts
86,34,67,54,98,77,Commerce
79,94,99,87,85,38,Engineering
32,70,45,81,76,96,Arts
67,39,99,86,80,46,Commerce
87,45,100,71,99,88,Commerce
83,75,86,43,49,62,Commerce
68,84,72,77,96,74,Arts
69,68,85,59,68,76,Arts
57,67,92,59,81,48,Commerce
87,41,60,55,55,73,Arts
75,67,100,62,61,68,Arts
45,30,70,57,94,43,Commerce
78,95,46,57,46,78,Commerce
98,76,66,93,93,63,Arts
74,48,34,70,45,32,Commerce
40,35,97,84,48,70,Commerce
31,72,79,87,86,50,Commerce
60,87,42,69,48,38,Commerce
73,96,58,31,96,92,Commerce
86,77,71,98,52,52,Arts
87,82,61,91,60,84,Commerce
76,98,61,46,93,61,Arts
34,96,35,30,72,73,Commerce
64,98,74,55,32,65,Arts
67,82,37,94,52,39,Arts
64,36,46,95,32,68,Commerce
77,67,80,40,76,82,Commerce
92,49,58,43,33,59,Arts
40,82,52,67,67,56,Arts
94,43,49,60,67,56,Commerce
39,86,81,72,85,35,Arts
96,82,48,78,77,76,Commerce
73,34,54,33,41,49,Arts
77,92,87,97,93,69,Medical
98,57,83,52,62,47,Arts
59,48,39,80,55,99,Commerce
52,73,78,41,55,49,Commerce
44,40,39,80,30,45,Commerce
98,71,88,80,33,74,Engineering
93,53,89,95,99,97,Commerce
36,62,98,64,75,75,Commerce
75,98,87,96,73,81,Medical
68,44,76,50,80,88,Commerce
44,32,43,91,49,67,Commerce
31,32,49,69,36,72,Commerce
72,68,54,38,62,100,Commerce
74,96,41,48,47,51,Commerce
44,63,43,52,79,47,Commerce
63,68,30,100,51,44,Arts
46,73,35,74,51,91,Commerce
56,73,41,96,49,53,Commerce
72,57,78,88,30,75,Commerce
80,94,89,93,33,68,Engineering
71,80,82,81,91,42,Arts
45,48,47,54,62,42,Arts
33,94,31,74,81,79,Commerce
91,100,45,85,83,100,Commerce
65,58,89,88,36,100,Commerce
85,40,48,31,41,86,Commerce
42,71,63,62,62,43,Commerce
65,42,74,66,57,68,Commerce
46,34,92,45,30,90,Commerce
50,54,61,81,50,38,Commerce
30,90,50,96,82,82,Arts
73,58,70,63,35,71,Commerce
78,98,82,58,46,90,Commerce
49,35,37,98,97,48,Arts
94,53,40,85,39,39,Commerce
68,78,59,32,35,76,Commerce
66,71,34,67,32,76,Arts
50,53,85,97,82,89,Arts
95,75,82,60,91,98,Engineering
35,59,92,51,96,44,Commerce
35,46,92,60,53,59,Commerce
56,40,67,90,86,57,Arts
41,49,30,98,53,98,Commerce
53,74,40,72,56,33,Arts
38,30,52,33,99,100,Commerce
32,54,71,85,69,77,Arts
48,51,68,90,100,68,Arts
69,75,48,32,73,69,Commerce
71,48,69,89,91,45,Commerce
98,70,35,70,55,93,Commerce
53,80,33,95,32,60,Arts
51,34,43,93,88,94,Arts
71,94,81,65,64,92,Commerce
49,82,100,43,94,63,Arts
65,37,43,94,53,62,Commerce
88,49,50,41,56,79,Commerce
61,87,53,82,39,35,Arts
94,31,55,83,50,80,Commerce
78,41,80,85,72,71,Arts
41,70,97,75,96,79,Arts
61,89,87,68,90,92,Commerce
70,93,100,42,33,67,Arts
67,71,79,82,99,91,Commerce
49,61,45,74,58,53,Commerce
77,96,53,43,89,47,Commerce
48,80,51,59,76,31,Commerce
91,47,54,31,62,69,Commerce
52,61,76,38,51,54,Commerce
56,84,96,64,50,99,Commerce
36,97,47,96,75,86,Arts
38,73,59,41,74,91,Commerce
82,87,60,42,64,65,Arts
35,73,39,34,46,32,Arts
30,42,66,71,41,70,Arts
36,71,50,88,40,40,Arts
56,56,100,45,74,89,Arts
40,47,83,68,41,52,Arts
50,31,70,50,39,76,Commerce
88,94,63,82,85,90,Commerce
76,44,75,81,69,81,Arts
74,95,57,87,75,61,Arts
72,69,67,41,53,39,Arts
34,89,35,49,43,60,Commerce
50,30,37,40,55,72,Arts
48,78,65,32,42,52,Arts
36,43,55,40,70,72,Arts
81,30,99,91,70,56,Arts
99,85,49,79,59,80,Commerce
84,87,44,36,49,41,Commerce
76,90,68,61,45,81,Arts
54,62,77,57,64,86,Arts
73,56,74,31,98,47,Commerce
51,97,58,100,83,52,Arts
94,41,96,75,54,64,Arts
46,89,78,72,77,49,Arts
50,45,90,61,65,39,Arts
93,52,89,94,40,58,Arts
40,72,76,78,63,43,Commerce
94,88,85,51,30,74,Engineering
69,70,93,42,47,36,Commerce
76,64,36,70,42,54,Commerce
36,83,43,65,42,47,Commerce
49,87,81,59,49,47,Commerce
81,79,86,73,86,100,Commerce
31,66,77,100,93,52,Arts
37,48,92,42,36,84,Commerce
53,75,58,61,92,68,Commerce
40,50,85,76,48,97,Commerce
73,66,98,77,99,41,Arts
77,67,65,91,95,67,Arts
44,72,85,93,97,56,Arts
71,59,83,84,39,90,Commerce
42,65,30,59,85,53,Commerce
41,89,85,89,59,91,Arts
85,68,63,83,44,92,Commerce
55,94,36,30,98,42,Commerce
75,83,69,43,64,73,Commerce
92,85,48,34,81,95,Commerce
39,36,74,61,71,100,Commerce
79,41,66,52,57,44,Commerce
94,68,60,46,98,71,Arts
48,40,60,50,100,64,Arts
84,34,32,68,35,86,Commerce
81,60,89,34,43,49,Arts
41,72,47,54,73,85,Commerce
72,62,62,54,44,42,Commerce
64,90,87,62,39,58,Commerce
92,58,44,84,87,58,Arts
36,34,47,87,96,31,Arts
89,70,47,35,91,49,Arts
67,85,64,79,97,62,Arts
87,69,80,71,67,46,Arts
42,72,76,59,41,77,Commerce
71,90,51,57,94,43,Arts
39,80,93,89,62,33,Arts
58,96,85,98,39,63,Medical
61,71,69,76,91,69,Arts
66,68,67,92,93,96,Commerce
81,44,50,90,65,34,Commerce
50,65,33,40,31,74,Arts
55,48,86,97,45,76,Arts
98,40,89,72,84,59,Arts
93,80,78,80,78,98,Engineering
100,90,56,38,66,37,Engineering
93,40,100,96,73,36,Arts
63,77,75,54,93,32,Commerce
67,57,41,87,89,90,Commerce
38,73,81,31,59,99,Commerce
68,31,57,32,39,72,Arts
51,64,81,40,41,41,Commerce
68,34,98,69,39,55,Arts
31,84,85,70,38,72,Arts
87,69,91,99,43,100,Commerce
81,33,89,68,86,46,Arts
54,83,100,98,59,74,Medical
93,96,62,86,87,78,Engineering
70,97,53,52,58,59,Arts
67,85,55,77,89,79,Arts
37,52,62,78,77,46,Arts
86,78,96,91,71,91,Engineering
83,46,33,67,40,40,Commerce
30,58,48,55,72,53,Arts
80,36,74,49,39,89,Commerce
71,79,45,98,66,90,Commerce
86,53,69,99,35,60,Commerce
69,90,62,48,33,48,Commerce
69,79,60,74,34,73,Commerce
41,33,40,96,49,91,Commerce
80,93,86,83,94,45,Arts
56,36,86,65,47,47,Arts
56,62,98,69,30,69,Commerce
99,75,85,38,77,52,Engineering
95,44,94,99,95,97,Commerce
52,37,95,63,38,30,Arts
33,97,46,68,52,39,Commerce
66,86,42,65,46,86,Commerce
46,31,80,74,93,95,Commerce
36,64,90,84,74,32,Arts
70,74,76,71,40,50,Commerce
37,37,51,31,96,56,Commerce
38,95,32,46,52,92,Commerce
80,84,74,44,48,84,Commerce
50,51,79,86,54,33,Commerce
52,87,71,89,31,69,Arts
96,84,37,42,66,89,Commerce
59,31,33,68,83,63,Arts
68,69,59,34,48,46,Arts
94,63,87,68,34,66,Commerce
41,77,48,59,51,35,Commerce
30,74,53,94,54,50,Arts
43,77,91,38,71,83,Arts
66,46,57,100,84,70,Arts
67,40,94,73,44,47,Commerce
47,90,34,81,46,48,Arts
78,41,36,91,61,31,Commerce
53,48,36,52,65,67,Arts
56,53,35,84,98,69,Arts
30,62,66,67,55,86,Arts
89,57,96,74,43,34,Commerce
49,78,96,62,74,52,Commerce
82,32,66,57,86,30,Commerce
96,37,83,61,52,74,Commerce
46,41,57,42,67,78,Arts
95,59,58,35,54,52,Commerce
70,97,84,43,97,53,Arts
80,30,44,65,100,57,Arts
50,81,94,47,56,70,Commerce
87,36,79,85,48,55,Arts
36,43,99,36,72,92,Arts
35,39,75,66,47,33,Commerce
80,47,85,66,65,93,Commerce
52,82,77,56,34,72,Commerce
54,61,98,57,35,50,Arts
55,75,60,72,55,70,Arts
77,68,97,35,81,48,Arts
56,74,44,32,37,85,Commerce
66,39,32,71,31,99,Commerce
89,92,65,63,98,35,Arts
33,95,98,57,41,65,Arts
57,67,48,72,87,44,Arts
93,74,93,40,42,44,Engineering
52,41,48,56,85,57,Commerce
71,98,46,37,73,95,Commerce
89,74,44,99,35,57,Arts
62,93,46,87,58,55,Arts
88,49,62,99,81,61,Arts
76,84,86,47,32,94,Commerce
87,73,53,50,35,54,Arts
39,32,57,51,52,74,Commerce
64,42,58,85,54,47,Commerce
64,72,83,54,76,58,Arts
35,62,88,62,87,42,Commerce
35,44,47,98,53,32,Commerce
94,100,58,42,84,83,Engineering
71,30,49,98,36,70,Commerce
51,82,95,54,86,49,Arts
40,62,31,97,70,58,Commerce
47,100,44,77,84,75,Arts
98,56,76,73,84,73,Commerce
95,92,95,49,35,78,Engineering
77,57,90,54,87,59,Arts
42,64,70,90,63,74,Commerce
54,43,91,77,79,32,Commerce
86,91,94,65,95,76,Engineering
78,54,55,48,79,38,Arts
46,96,41,31,53,51,Commerce
66,47,97,33,59,53,Arts
79,72,47,92,54,57,Commerce
70,87,34,66,32,54,Arts
94,74,56,34,78,80,Commerce
78,42,74,52,59,53,Commerce
59,58,95,73,34,59,Commerce
92,81,57,35,92,100,Commerce
31,37,63,99,92,40,Commerce
65,34,32,98,40,48,Arts
82,85,38,47,31,33,Arts
52,33,61,79,43,44,Commerce
66,30,81,37,32,82,Arts
75,46,81,72,77,55,Arts
69,58,100,39,70,43,Arts
35,73,82,79,70,37,Arts
44,48,84,92,54,50,Arts
98,38,81,31,56,50,Commerce
80,35,41,49,86,49,Arts
95,77,100,53,51,64,Engineering
79,85,54,76,52,83,Commerce
91,45,94,35,50,38,Arts
92,66,90,36,100,33,Engineering
89,56,74,91,87,88,Commerce
36,56,89,94,80,77,Arts
73,83,44,88,32,93,Commerce
45,66,59,40,70,98,Commerce
88,92,71,98,50,60,Arts
36,95,57,43,71,98,Arts
38,79,68,93,81,87,Arts
64,57,56,63,45,77,Commerce
77,43,76,60,33,40,Arts
73,82,85,58,93,96,Commerce
33,62,82,87,54,41,Arts
44,62,96,60,66,30,Commerce
77,37,64,92,82,81,Arts
68,34,62,88,69,83,Commerce
98,37,70,53,38,57,Arts
49,35,30,31,67,70,Commerce
88,72,59,52,85,58,Commerce
39,57,30,80,88,72,Arts
97,42,56,40,75,63,Commerce
36,88,65,98,39,77,Arts
81,72,37,75,30,62,Arts
52,57,63,42,72,30,Commerce
59,79,59,94,100,61,Arts
52,75,89,88,99,57,Arts
76,37,48,93,62,39,Commerce
90,64,47,37,86,30,Commerce
90,51,82,81,31,47,Commerce
71,64,84,35,90,96,Commerce
76,52,80,51,55,31,Arts
70,82,90,32,77,34,Commerce
63,38,90,36,74,56,Arts
63,51,63,87,72,72,Commerce
95,30,70,54,87,57,Arts
58,61,49,80,40,80,Arts
53,34,55,45,85,83,Arts
87,50,84,38,89,47,Commerce
36,91,80,50,52,77,Arts
44,77,30,42,89,49,Arts
39,34,83,30,48,64,Commerce
61,58,88,97,70,37,Commerce
73,40,90,66,91,91,Commerce
81,89,35,84,85,34,Arts
33,70,78,68,88,87,Arts
94,46,93,93,50,58,Arts
75,96,65,79,68,92,Commerce
62,86,87,80,96,43,Arts
43,81,80,89,50,91,Arts
35,46,59,53,63,81,Arts
38,33,66,78,54,52,Arts
83,53,73,98,55,39,Arts
84,50,91,45,99,97,Commerce
72,87,70,44,64,67,Commerce
68,58,93,35,34,95,Commerce
36,62,85,97,34,95,Commerce
50,83,53,76,66,33,Arts
59,58,58,34,35,75,Commerce
62,65,51,46,52,74,Commerce
68,33,33,33,77,58,Arts
33,54,72,36,84,77,Arts
77,33,45,79,38,58,Commerce
71,34,66,51,34,91,Commerce
47,76,33,51,52,78,Arts
94,59,91,99,54,38,Arts
69,82,71,86,47,84,Arts
99,52,74,84,50,68,Arts
66,57,42,93,60,42,Arts
46,48,79,69,72,39,Arts
65,96,98,59,59,47,Arts
85,93,76,64,33,36,Commerce
61,67,57,35,68,44,Commerce
82,84,45,54,30,71,Arts
38,94,62,44,69,41,Arts
96,74,92,41,64,63,Engineering
63,45,93,53,100,77,Arts
57,84,45,33,35,89,Commerce
33,56,67,88,62,95,Commerce
45,88,46,63,75,69,Arts
32,98,97,35,39,45,Commerce
88,90,38,49,70,41,Arts
55,98,72,60,92,68,Arts
93,45,36,41,88,86,Commerce
49,39,78,33,56,51,Commerce
30,30,33,66,89,85,Commerce
76,81,100,77,55,58,Arts
35,56,87,73,92,89,Arts
53,66,58,54,100,57,Arts
84,63,67,45,32,56,Commerce
77,53,74,83,87,39,Commerce
99,75,83,77,50,35,Engineering
96,77,82,97,60,96,Engineering
85,94,77,78,63,59,Engineering
74,80,71,34,37,80,Commerce
32,46,48,100,81,63,Arts
34,38,40,63,79,35,Commerce
67,51,94,39,55,91,Commerce
61,58,90,34,94,99,Commerce
98,88,93,33,54,47,Engineering
54,35,95,93,89,91,Arts
69,51,51,34,61,47,Commerce
35,43,95,83,67,67,Commerce
32,58,82,47,61,34,Commerce
55,71,60,100,31,74,Arts
64,68,36,81,82,81,Commerce
57,81,57,41,93,43,Arts
40,56,70,99,81,44,Commerce
73,67,60,74,40,97,Commerce
65,53,59,30,83,87,Arts
84,61,49,52,81,80,Commerce
76,99,46,51,33,84,Commerce
98,62,49,30,75,90,Commerce
47,36,54,52,97,99,Commerce
34,73,47,52,87,53,Commerce
81,31,57,58,94,82,Commerce
75,34,95,43,62,95,Commerce
46,97,77,57,68,55,Commerce
32,86,89,71,40,32,Commerce
33,32,90,75,53,48,Commerce
51,67,87,86,36,57,Commerce
59,30,86,31,39,30,Commerce
60,84,30,69,52,58,Commerce
96,58,60,48,43,60,Commerce
81,63,82,90,36,39,Commerce
46,42,44,90,38,41,Arts
71,100,57,53,79,32,Commerce
72,69,70,73,79,70,Arts
67,55,99,64,67,77,Arts
59,50,78,93,49,82,Commerce
55,50,86,97,30,85,Commerce
89,42,59,66,51,100,Commerce
92,79,92,60,87,35,Engineering
72,65,100,52,78,54,Arts
71,95,90,52,71,44,Arts
34,58,87,54,81,93,Arts
40,38,67,41,70,88,Arts
68,32,73,60,100,94,Commerce
85,45,54,65,50,53,Commerce
38,73,82,81,86,34,Arts
98,92,57,77,68,97,Engineering
40,72,93,71,34,78,Arts
32,98,92,54,45,71,Commerce
95,69,30,48,69,46,Arts
95,58,40,58,63,42,Commerce
69,65,65,77,51,77,Arts
36,45,94,53,65,71,Arts
37,60,69,79,65,96,Commerce
74,98,71,48,72,53,Commerce
50,65,49,66,86,82,Commerce
34,32,94,31,66,44,Arts
34,71,38,46,38,56,Commerce
50,37,41,90,68,100,Commerce
76,57,94,75,50,36,Commerce
46,70,80,47,53,69,Commerce
79,39,99,74,74,78,Arts
54,58,59,72,67,44,Commerce
100,99,61,83,73,75,Engineering
49,66,86,68,70,66,Commerce
84,58,30,82,35,52,Commerce
96,32,94,65,30,36,Commerce
59,83,51,76,42,85,Arts
95,92,98,75,34,39,Engineering
100,66,51,34,79,50,Commerce
98,82,32,96,37,73,Commerce
92,74,88,44,35,83,Engineering
79,63,63,97,30,77,Commerce
78,63,95,97,57,62,Arts
42,46,42,61,83,82,Arts
53,37,32,62,41,49,Commerce
51,54,85,87,54,47,Arts
82,96,56,66,42,47,Commerce
65,78,97,53,80,56,Arts
33,89,85,78,92,39,Arts
65,94,81,62,63,55,Arts
90,100,58,77,32,51,Arts
30,38,60,92,90,83,Arts
91,37,84,79,45,93,Commerce
57,81,32,63,42,42,Commerce
61,66,93,54,78,68,Arts
50,48,88,77,39,90,Arts
42,33,84,34,91,68,Commerce
